Rxn name	Rxn description	Formula	Gene-reaction association	Reversible	LB	UB	Objective
XANt2	xanthine transport in via proton symport	h[e] + xan[e]  -> h[c] + xan[c] 	(SCO6212 or SCO6214)	0	  0.00	1000.00	  0.00
XTSNt2r	Xanthosine transport via proton symport	h[e] + xtsn[e]  <=> h[c] + xtsn[c] 		1	-1000.00	1000.00	  0.00
XYLabc	D-xylose transport via ABC system	h2o[c] + atp[c] + xyl-D[e]  -> h[c] + adp[c] + pi[c] + xyl-D[c] 	(SCO6010 and SCO6011 and SCO6009)	0	  0.00	1000.00	  0.00
XYLTabc	xylitol transport via ABC system	h2o[c] + atp[c] + xylt[e]  -> h[c] + adp[c] + pi[c] + xylt[c] 	(SCO1899 and SCO1900 and SCO1898 and SCO4240)	0	  0.00	1000.00	  0.00
ALATRS	Alanyl-tRNA synthetase	ala-L[c] + atp[c] + trnaala[c]  -> amp[c] + ppi[c] + alatrna[c] 	SCO1501	0	  0.00	1000.00	  0.00
ARGTRS	Arginyl-tRNA synthetase	atp[c] + arg-L[c] + trnaarg[c]  -> amp[c] + ppi[c] + argtrna[c] 	(SCO3304 or SCO5352)	0	  0.00	1000.00	  0.00
ASNTRS	Asparaginyl-tRNA synthetase	asn-L[c] + atp[c] + trnaasn[c]  -> amp[c] + ppi[c] + asntrna[c] 		0	  0.00	1000.00	  0.00
ASPTRS	Aspartyl-tRNA synthetase	asp-L[c] + atp[c] + trnaasp[c]  -> amp[c] + ppi[c] + asptrna[c] 	SCO3795	0	  0.00	1000.00	  0.00
CYSTRS	Cysteinyl-tRNA synthetase	atp[c] + cys-L[c] + trnacys[c]  -> amp[c] + ppi[c] + cystrna[c] 	SCO4235	0	  0.00	1000.00	  0.00
FMETTRS	Methionyl-tRNA formyltransferase	10fthf[c] + mettrna[c]  -> h[c] + thf[c] + fmettrna[c] 	SCO1473	0	  0.00	1000.00	  0.00
GLNTRS	Glutaminyl-tRNA synthetase	atp[c] + gln-L[c] + trnagln[c]  -> amp[c] + ppi[c] + glntrna[c] 		0	  0.00	1000.00	  0.00
GLYTRS	Glycyl-tRNA synthetase	atp[c] + gly[c] + trnagly[c]  -> amp[c] + ppi[c] + glytrna[c] 	SCO2504	0	  0.00	1000.00	  0.00
HISTRS	Histidyl-tRNA synthetase	atp[c] + his-L[c] + trnahis[c]  -> amp[c] + ppi[c] + histrna[c] 	SCO1508	0	  0.00	1000.00	  0.00
ILETRS	Isoleucyl-tRNA synthetase	atp[c] + ile-L[c] + trnaile[c]  -> amp[c] + ppi[c] + iletrna[c] 	SCO2076	0	  0.00	1000.00	  0.00
LEUTRS	Leucyl-tRNA synthetase	atp[c] + leu-L[c] + trnaleu[c]  -> amp[c] + ppi[c] + leutrna[c] 	SCO2571	0	  0.00	1000.00	  0.00
LYSTRS	Lysyl-tRNA synthetase	atp[c] + lys-L[c] + trnalys[c]  -> amp[c] + ppi[c] + lystrna[c] 	(SCO3303 or SCO3397 or SCO6384)	0	  0.00	1000.00	  0.00
METTRS	Methionyl-tRNA synthetase	atp[c] + met-L[c] + trnamet[c]  -> amp[c] + ppi[c] + mettrna[c] 	(SCO3792 or SCO6436)	0	  0.00	1000.00	  0.00
PHETRS	Phenylalanyl-tRNA synthetase	atp[c] + phe-L[c] + trnaphe[c]  -> amp[c] + ppi[c] + phetrna[c] 	(SCO1594 and SCO1595)	0	  0.00	1000.00	  0.00
PROTRS	Prolyl-tRNA synthetase	atp[c] + pro-L[c] + trnapro[c]  -> amp[c] + ppi[c] + protrna[c] 	SCO5699	0	  0.00	1000.00	  0.00
SERTRS	Seryl-tRNA synthetase	atp[c] + ser-L[c] + trnaser[c]  -> amp[c] + ppi[c] + sertrna[c] 	SCO3961	0	  0.00	1000.00	  0.00
THRTRS	Threonyl-tRNA synthetase	atp[c] + thr-L[c] + trnathr[c]  -> amp[c] + ppi[c] + thrtrna[c] 	(SCO1531 or SCO3778)	0	  0.00	1000.00	  0.00
TRPTRS	Tryptophanyl-tRNA synthetase	atp[c] + trp-L[c] + trnatrp[c]  -> amp[c] + ppi[c] + trptrna[c] 	(SCO3334 or SCO4839)	0	  0.00	1000.00	  0.00
TYRTRS	tyrosyl-tRNA synthetase	atp[c] + tyr-L[c] + trnatyr[c]  -> amp[c] + ppi[c] + tyrtrna[c] 	SCO1818	0	  0.00	1000.00	  0.00
VALTRS	Valyl-tRNA synthetase	atp[c] + val-L[c] + trnaval[c]  -> amp[c] + ppi[c] + valtrna[c] 	SCO2615	0	  0.00	1000.00	  0.00
34HPPOR	4-Hydroxyphenylpyruvate:oxygen oxidoreductase	o2[c] + 34hpp[c]  -> co2[c] + hgentis[c] 	SCO2927	0	  0.00	1000.00	  0.00
ANPRT	anthranilate phosphoribosyltransferase	prpp[c] + anth[c]  -> ppi[c] + pran[c] 	(SCO2147 or SCO3212)	0	  0.00	1000.00	  0.00
ANS	anthranilate synthase	gln-L[c] + chor[c]  -> h[c] + pyr[c] + glu-L[c] + anth[c] 	((SCO3213 and SCO3214) or SCO2043 or SCO2117)	0	  0.00	1000.00	  0.00
CHORM	chorismate mutase	chor[c]  -> pphn[c] 	(SCO2019 or SCO1762)	0	  0.00	1000.00	  0.00
CHORS	chorismate synthase	3psme[c]  -> pi[c] + chor[c] 	SCO1496	0	  0.00	1000.00	  0.00
DDPA	3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase	h2o[c] + pep[c] + e4p[c]  -> pi[c] + 2dda7p[c] 	(SCO2115 or SCO3210)	0	  0.00	1000.00	  0.00
DHQS	3-dehydroquinate synthase	2dda7p[c]  -> pi[c] + 3dhq[c] 	SCO1494	0	  0.00	1000.00	  0.00
DHQTi	3-dehydroquinate dehydratase, irreversible	3dhq[c]  -> h2o[c] + 3dhsk[c] 	SCO1961	0	  0.00	1000.00	  0.00
FANH	N-Formylanthranilate amidohydrolase	h2o[c] + nformanth[c]  -> h[c] + for[c] + anth[c] 	SCO3644	0	  0.00	1000.00	  0.00
FKYNH	N-Formyl-L-kynurenine amidohydrolase	h2o[c] + Lfmkynr[c]  -> h[c] + for[c] + Lkynr[c] 	SCO3644	0	  0.00	1000.00	  0.00
FUMAC	fumarylacetoacetase	h2o[c] + 4fumacac[c]  -> h[c] + fum[c] + acac[c] 	SCO4580	0	  0.00	1000.00	  0.00
HGNTOR	Homogentisate:oxygen 1,2-oxidoreductase (decyclizing)	o2[c] + hgentis[c]  -> h[c] + 4mlacac[c] 	SCO1715	0	  0.00	1000.00	  0.00
HKYNH	3-Hydroxy-L-kynurenine hydrolase	h2o[c] + hLkynr[c]  -> ala-L[c] + 3hanthrn[c] 	SCO3645	0	  0.00	1000.00	  0.00
IGPS	indole-3-glycerol-phosphate synthase	h[c] + 2cpr5p[c]  -> h2o[c] + co2[c] + 3ig3p[c] 	(SCO2039 or SCO3211)	0	  0.00	1000.00	  0.00
KYN	kynureninase	h2o[c] + Lkynr[c]  -> h[c] + ala-L[c] + anth[c] 	SCO3645	0	  0.00	1000.00	  0.00
LFORKYNHYD	L-Formylkynurenine hydrolase	h2o[c] + Lfmkynr[c]  -> h[c] + ala-L[c] + nformanth[c] 	SCO3645	0	  0.00	1000.00	  0.00
MACACI	maleylacetoacetate isomerase	4mlacac[c]  -> 4fumacac[c] 		0	  0.00	1000.00	  0.00
PEAMNO	Phenethylamine oxidase	h2o[c] + o2[c] + peamn[c]  -> nh4[c] + h2o2[c] + pacald[c] 		0	  0.00	1000.00	  0.00
PHETA1	phenylalanine transaminase	akg[c] + phe-L[c]  <=> glu-L[c] + phpyr[c] 	(SCO1859 or SCO2053 or SCO3944 or SCO4645 or SCO3658)	1	-1000.00	1000.00	  0.00
PHYCBOXL	L-Phenylalanine carboxy-lyase	h[c] + phe-L[c]  -> co2[c] + peamn[c] 		0	  0.00	1000.00	  0.00
PPND	prephenate dehydrogenase	nad[c] + pphn[c]  -> nadh[c] + co2[c] + 34hpp[c] 	(SCO1761 or SCO3221)	0	  0.00	1000.00	  0.00
PPNDH	prephenate dehydratase	h[c] + pphn[c]  -> h2o[c] + co2[c] + phpyr[c] 	SCO3962	0	  0.00	1000.00	  0.00
PRAIi	phosphoribosylanthranilate isomerase (irreversible)	pran[c]  -> 2cpr5p[c] 	SCO2050	0	  0.00	1000.00	  0.00
PSCVT	3-phosphoshikimate 1-carboxyvinyltransferase	pep[c] + skm5p[c]  <=> pi[c] + 3psme[c] 	(SCO5212 or SCO6819)	1	-1000.00	1000.00	  0.00
SHK3Dr	shikimate dehydrogenase	nadph[c] + h[c] + 3dhsk[c]  <=> nadp[c] + skm[c] 	SCO1498	1	-1000.00	1000.00	  0.00
SHKK	shikimate kinase	atp[c] + skm[c]  -> h[c] + adp[c] + skm5p[c] 	SCO1495	0	  0.00	1000.00	  0.00
TRPO2	L-Tryptophan:oxygen 2,3-oxidoreductase (decyclizing)	o2[c] + trp-L[c]  -> Lfmkynr[c] 	SCO3646	0	  0.00	1000.00	  0.00
TRPS1	tryptophan synthase (indoleglycerol phosphate)	ser-L[c] + 3ig3p[c]  -> h2o[c] + g3p[c] + trp-L[c] 	(SCO2036 and SCO2037)	0	  0.00	1000.00	  0.00
TRPS2	tryptophan synthase (indole)	ser-L[c] + indole[c]  -> h2o[c] + trp-L[c] 	(SCO2036 and SCO2037)	0	  0.00	1000.00	  0.00
TRPS3	tryptophan synthase (indoleglycerol phosphate)	3ig3p[c]  -> g3p[c] + indole[c] 	(SCO2036 and SCO2037)	0	  0.00	1000.00	  0.00
TYRTA	tyrosine transaminase	akg[c] + tyr-L[c]  <=> glu-L[c] + 34hpp[c] 	(SCO1859 or SCO2053 or SCO3944 or SCO4645 or SCO3658)	1	-1000.00	1000.00	  0.00
ACONIs	aconitate isomerase (spontaneous)	acon-T[c]  <=> acon-C[c] 	s0001	1	-1000.00	1000.00	  0.00
ACONMT	Trans-aconitate methyltransferase	amet[c] + acon-T[c]  -> ahcys[c] + aconm[c] 	SCO3132	0	  0.00	1000.00	  0.00
ATPM	ATP maintenance requirement	h2o[c] + atp[c]  -> h[c] + adp[c] + pi[c] 		0	  2.65	1000.00	  0.00
BETALDHx	betaine-aldehyde dehydrogenase	h2o[c] + nad[c] + betald[c]  -> 2 h[c] + nadh[c] + glyb[c] 	SCO4828	0	  0.00	1000.00	  0.00
BETALDHy	betaine-aldehyde dehydrogenase	nadp[c] + h2o[c] + betald[c]  -> nadph[c] + 2 h[c] + glyb[c] 	SCO4828	0	  0.00	1000.00	  0.00
CAT	catalase	2 h2o2[c]  -> 2 h2o[c] + o2[c] 	(SCO0379 or SCO0560 or (SCO0666 and SCO2529) or SCO6204 or SCO7590)	0	  0.00	1000.00	  0.00
CCCR	crotonyl-CoA carboxylase/reductase	nadph[c] + co2[c] + b2coa[c]  -> nadp[c] + emcoa-S[c] 	SCO6473	0	  0.00	1000.00	  0.00
CHOLD	choline dehydrogenase	nad[c] + chol[c]  -> h[c] + nadh[c] + betald[c] 	SCO4829	0	  0.00	1000.00	  0.00
EMCCCM	(2R)-ethylmalonyl-CoA CoA-carbonylmutase	emcoa-R[c]  <=> mscoa-S[c] 	SCO6472	1	-1000.00	1000.00	  0.00
EME	ethylmalonyl-CoA epimerase	emcoa-S[c]  <=> emcoa-R[c] 	SCO5398	1	-1000.00	1000.00	  0.00
GTHPi	glutathione peridoxase	h2o2[c] + 2 gthrd[c]  -> 2 h2o[c] + gthox[c] 	SCO4444	0	  0.00	1000.00	  0.00
HCO3E	HCO3 equilibration reaction	h2o[c] + co2[c]  <=> h[c] + hco3[c] 	(SCO2093 or SCO3562 or SCO3721 or SCO6055)	1	-1000.00	1000.00	  0.00
PRDX	Peroxidase (multiple substrates)	h2o2[c] + meoh[c]  -> 2 h2o[c] + fald[c] 	SCO0560	0	  0.00	1000.00	  0.00
SPODM	superoxide dismutase	2 h[c] + 2 o2s[c]  -> o2[c] + h2o2[c] 	(SCO0999 or SCO2633 or SCO5254)	0	  0.00	1000.00	  0.00
THIORDXi	hydrogen peroxide reductase (thioredoxin)	h2o2[c] + trdrd[c]  -> 2 h2o[c] + trdox[c] 	(((SCO2901 or SCO7353) and (SCO0885 or SCO3889 or SCO5419 or SCO5438)) or SCO4444)	0	  0.00	1000.00	  0.00
URIC	uricase	2 h2o[c] + o2[c] + urate[c]  -> co2[c] + h2o2[c] + alltn[c] 	(SCO6210 and SCO6211)	0	  0.00	1000.00	  0.00
REDS1	Malonyl-CoA-ACP transacylase (undecylprodigiosin ACP (redQ))	malcoa[c] + ACPredQ[c]  <=> coa[c] + malACPredQ[c] 	(SCO2387 and SCO5887)	1	-1000.00	1000.00	  0.00
REDS10	3-oxoacyl-[acyl-carrier-protein] synthase (n-C8:0)	h[c] + malACPredQ[c] + hexACPredQ[c]  -> co2[c] + ACPredQ[c] + 3ooctACPredQ[c] 	SCO5886	0	  0.00	1000.00	  0.00
REDS11	3-oxoacyl-[acyl-carrier-protein] reductase (n-C8:0)	nadph[c] + h[c] + 3ooctACPredQ[c]  <=> nadp[c] + 3hoctACPredQ[c] 	(SCO1815 or SCO1345 or SCO1346 or SCO4501 or SCO1831 or SCO4681 or SCO0330)	1	-1000.00	1000.00	  0.00
REDS12	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C8:0)	3hoctACPredQ[c]  -> h2o[c] + toct2eACPredQ[c] 		0	  0.00	1000.00	  0.00
REDS13x	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C8:0)	h[c] + nadh[c] + toct2eACPredQ[c]  -> nad[c] + ocACPredQ[c] 	SCO1814	0	  0.00	1000.00	  0.00
REDS13y	enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C8:0)	nadph[c] + h[c] + toct2eACPredQ[c]  -> nadp[c] + ocACPredQ[c] 	SCO1814	0	  0.00	1000.00	  0.00
REDS14	3-oxoacyl-[acyl-carrier-protein] synthase (n-C10:0)	h[c] + malACPredQ[c] + ocACPredQ[c]  -> co2[c] + ACPredQ[c] + 3odecACPredQ[c] 	SCO5886	0	  0.00	1000.00	  0.00
REDS15	3-oxoacyl-[acyl-carrier-protein] reductase (n-C10:0)	nadph[c] + h[c] + 3odecACPredQ[c]  <=> nadp[c] + 3hdecACPredQ[c] 	(SCO1815 or SCO1345 or SCO1346 or SCO4501 or SCO1831 or SCO4681 or SCO0330)	1	-1000.00	1000.00	  0.00
REDS16	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C10:0)	3hdecACPredQ[c]  -> h2o[c] + tdec2eACPredQ[c] 		0	  0.00	1000.00	  0.00
REDS17x	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C10:0)	h[c] + nadh[c] + tdec2eACPredQ[c]  -> nad[c] + dcaACPredQ[c] 	SCO1814	0	  0.00	1000.00	  0.00
REDS17y	enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C10:0)	nadph[c] + h[c] + tdec2eACPredQ[c]  -> nadp[c] + dcaACPredQ[c] 	SCO1814	0	  0.00	1000.00	  0.00
REDS18	3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:0)	h[c] + malACPredQ[c] + dcaACPredQ[c]  -> co2[c] + ACPredQ[c] + 3oddecACPredQ[c] 	SCO5886	0	  0.00	1000.00	  0.00
REDS19	3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:0)	nadph[c] + h[c] + 3oddecACPredQ[c]  <=> nadp[c] + 3hddecACPredQ[c] 	(SCO1815 or SCO1345 or SCO1346 or SCO4501 or SCO1831 or SCO4681 or SCO0330)	1	-1000.00	1000.00	  0.00
REDS2	beta-ketoacyl-ACP synthase (2) (undecylprodigiosin ACP)	h[c] + accoa[c] + malACPredQ[c]  -> coa[c] + co2[c] + actACPredQ[c] 	(SCO5888 and SCO5887)	0	  0.00	1000.00	  0.00
REDS20	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:0)	3hddecACPredQ[c]  -> h2o[c] + tddec2eACPredQ[c] 		0	  0.00	1000.00	  0.00
REDS21x	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C12:0)	h[c] + nadh[c] + tddec2eACPredQ[c]  -> nad[c] + ddcaACPredQ[c] 	SCO1814	0	  0.00	1000.00	  0.00
REDS21y	enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C12:0)	nadph[c] + h[c] + tddec2eACPredQ[c]  -> nadp[c] + ddcaACPredQ[c] 	SCO1814	0	  0.00	1000.00	  0.00
REDS22	dodecanoyl-redQ thioesterase	h2o[c] + ddcaACPredQ[c]  -> h[c] + ddca[c] + ACPredQ[c] 	SCO5894	0	  0.00	1000.00	  0.00
REDS23	acyl-[acyl-carrier-protein] synthetase  (n-C12:0)	atp[c] + ddca[c] + ACPredL[c]  -> amp[c] + ppi[c] + ddcaACPredL[c] 	SCO5892	0	  0.00	1000.00	  0.00
REDS24	dodecanoyl imtermediate transferase	ACPredL[c] + ddcaACPredQ[c]  -> ACPredQ[c] + ddcaACPredL[c] 	SCO5892	0	  0.00	1000.00	  0.00
REDS25	3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:0)	malcoa[c] + h[c] + ddcaACPredL[c]  -> coa[c] + co2[c] + 3omrsACPredL[c] 	SCO5892	0	  0.00	1000.00	  0.00
REDS26	glycine acyltransferase/alpha-oxoamine synthase	gly[c] + 3omrsACPredL[c]  -> h2o[c] + co2[c] + ACPredL[c] + upn[c] 	SCO5892	0	  0.00	1000.00	  0.00
REDS27	2-undecyl-4-pyrrolinone reductase/dehydratase	h[c] + nadh[c] + upn[c]  -> h2o[c] + nad[c] + up[c] 	SCO5893	0	  0.00	1000.00	  0.00
REDS28	L-prolyladenylate synthase	h[c] + atp[c] + pro-L[c]  -> ppi[c] + proamp[c] 	SCO5891	0	  0.00	1000.00	  0.00
REDS29	L-prolyladenylate-PCP transaminoacylase	PCPredO[c] + proamp[c]  -> h[c] + amp[c] + proPCPredO[c] 	SCO5889	0	  0.00	1000.00	  0.00
REDS3	3-oxoacyl-[acyl-carrier-protein] reductase (n-C4:0)	nadph[c] + h[c] + actACPredQ[c]  <=> nadp[c] + 3haACPredQ[c] 	(SCO1815 or SCO1345 or SCO1346 or SCO4501 or SCO1831 or SCO4681 or SCO0330)	1	-1000.00	1000.00	  0.00
REDS30	L-prolyl-RedO oxidase	2 fad[c] + proPCPredO[c]  -> h[c] + 2 fadh2[c] + pyrPCPredO[c] 	SCO5879	0	  0.00	1000.00	  0.00
REDS31	pyrrole-2-carboxyl intermediate transferase	pyrPCPredO[c] + KSredX[c]  -> PCPredO[c] + pyrKSredX[c] 	SCO5878	0	  0.00	1000.00	  0.00
REDS32	Malonyl-CoA-ACP transacylase (undecylprodigiosin ACP (redN))	malcoa[c] + ACPredN[c]  <=> coa[c] + malACPredN[c] 	(SCO2387 and SCO5890)	1	-1000.00	1000.00	  0.00
REDS33	beta-keto-beta-pyrrolyl-propanoyl-[acyl-carrier-protein] synthase	h[c] + pyrKSredX[c] + malACPredN[c]  -> co2[c] + KSredX[c] + kppACPredN[c] 	(SCO5878 and SCO5890)	0	  0.00	1000.00	  0.00
REDS34	L-serine acyltransferase/alpha-oxoamine synthase	ser-L[c] + kppACPredN[c]  -> h2o[c] + co2[c] + ACPredN[c] + hbm[c] 	SCO5890	0	  0.00	1000.00	  0.00
REDS35	4-hydroxy-2,2'-bipyrrole-5-methanol methyltransferase	amet[c] + hbm[c]  -> h[c] + ahcys[c] + mbm[c] 	SCO5895	0	  0.00	1000.00	  0.00
REDS36	4-methoxy-2,2'-bipyrrole-5-methanol dehydrogenase	nad[c] + mbm[c]  -> h[c] + nadh[c] + mbc[c] 		0	  0.00	1000.00	  0.00
REDS37	undecylprodigiosin synthase	h2o[c] + atp[c] + up[c] + mbc[c]  -> 2 h[c] + amp[c] + 2 pi[c] + RED[c] 	SCO5896	0	  0.00	1000.00	  0.00
REDS4	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C4:0)	3haACPredQ[c]  -> h2o[c] + but2eACPredQ[c] 		0	  0.00	1000.00	  0.00
REDS5x	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C4:0)	h[c] + nadh[c] + but2eACPredQ[c]  -> nad[c] + butACPredQ[c] 	SCO1814	0	  0.00	1000.00	  0.00
REDS5y	enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C4:0)	nadph[c] + h[c] + but2eACPredQ[c]  -> nadp[c] + butACPredQ[c] 	SCO1814	0	  0.00	1000.00	  0.00
REDS6	3-oxoacyl-[acyl-carrier-protein] synthase (n-C6:0)	h[c] + malACPredQ[c] + butACPredQ[c]  -> co2[c] + ACPredQ[c] + 3ohexACPredQ[c] 	SCO5886	0	  0.00	1000.00	  0.00
REDS7	3-oxoacyl-[acyl-carrier-protein] reductase (n-C6:0)	nadph[c] + h[c] + 3ohexACPredQ[c]  <=> nadp[c] + 3hhexACPredQ[c] 	(SCO1815 or SCO1345 or SCO1346 or SCO4501 or SCO1831 or SCO4681 or SCO0330)	1	-1000.00	1000.00	  0.00
REDS8	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C6:0)	3hhexACPredQ[c]  -> h2o[c] + thex2eACPredQ[c] 		0	  0.00	1000.00	  0.00
REDS9x	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C6:0)	h[c] + nadh[c] + thex2eACPredQ[c]  -> nad[c] + hexACPredQ[c] 	SCO1814	0	  0.00	1000.00	  0.00
REDS9y	enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C6:0)	nadph[c] + h[c] + thex2eACPredQ[c]  -> nadp[c] + hexACPredQ[c] 	SCO1814	0	  0.00	1000.00	  0.00
3HBCOAHL	3-hydroxyisobutyryl-CoA hydrolase	h2o[c] + 3hibutcoa[c]  -> coa[c] + h[c] + 3hmp[c] 		0	  0.00	  0.00	  0.00
ACACT10r	acetyl-CoA C-acetyltransferase	coa[c] + 2maacoa[c]  <=> accoa[c] + ppcoa[c] 	(SCO6788 or SCO1324 or SCO4502 or SCO6027)	1	-1000.00	1000.00	  0.00
ACHBS	2-aceto-2-hydroxybutanoate synthase	h[c] + pyr[c] + 2obut[c]  -> co2[c] + 2ahbut[c] 	((SCO5512 and SCO5513) or SCO2769)	0	  0.00	1000.00	  0.00
ACLS	acetolactate synthase	h[c] + 2 pyr[c]  -> co2[c] + alac-S[c] 	((SCO5512 and SCO5513) or SCO2769)	0	  0.00	1000.00	  0.00
ACOAD8	acyl-CoA dehydrogenase (Isovaleryl-CoA)	fad[c] + ivcoa[c]  -> fadh2[c] + 3mb2coa[c] 	SCO2779	0	  0.00	1000.00	  0.00
ACOAD9	acyl-CoA dehydrogenase (Isobutiryl-CoA)	fad[c] + ibcoa[c]  -> fadh2[c] + 2mp2coa[c] 	SCO2779	0	  0.00	1000.00	  0.00
ACOADH1	acyl-CoA dehydrogenase (2-Methyl-butanoyl-CoA)	fad[c] + 2mbcoa[c]  -> fadh2[c] + 2mb2coa[c] 	SCO2779	0	  0.00	1000.00	  0.00
DHAD1	dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylbutanoate)	23dhmb[c]  -> h2o[c] + 3mob[c] 	(SCO1176 or SCO1888 or SCO3345)	0	  0.00	1000.00	  0.00
DHAD2	Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylpentanoate)	23dhmp[c]  -> h2o[c] + 3mop[c] 	(SCO1176 or SCO1888 or SCO3345)	0	  0.00	1000.00	  0.00
ECOAH12	3-hydroxyacyl-CoA dehydratase (3-hydroxyisobutyryl-CoA)	h2o[c] + 2mp2coa[c]  -> 3hibutcoa[c] 	SCO6732	0	  0.00	1000.00	  0.00
ECOAH9ir	2-Methylprop-2-enoyl-CoA (2-Methylbut-2-enoyl-CoA)	h2o[c] + 2mb2coa[c]  -> 3hmbcoa[c] 	SCO6732	0	  0.00	1000.00	  0.00
HACD9	3-hydroxyacyl-CoA dehydrogenase (2-Methylacetoacetyl-CoA)	nad[c] + 3hmbcoa[c]  <=> h[c] + nadh[c] + 2maacoa[c] 	SCO6732	1	-1000.00	1000.00	  0.00
HIBD	3-hydroxyisobutyrate dehydrogenase	nad[c] + 3hmp[c]  <=> h[c] + nadh[c] + mmtsa[c] 	SCO0907	1	-1000.00	1000.00	  0.00
HMGL	hydroxymethylglutaryl-CoA lyase	hmgcoa[c]  -> accoa[c] + acac[c] 	SCO2778	0	  0.00	1000.00	  0.00
ILEDxi	isoleucine dehydrogenase (NAD, irreversible)	h2o[c] + nad[c] + ile-L[c]  -> h[c] + nadh[c] + nh4[c] + 3mop[c] 	SCO4089	0	  0.00	1000.00	  0.00
ILETA	isoleucine transaminase	akg[c] + ile-L[c]  <=> glu-L[c] + 3mop[c] 	(SCO1546 or SCO5523)	1	-1000.00	1000.00	  0.00
IPMD	3-isopropylmalate dehydrogenase	nad[c] + 3c2hmp[c]  -> h[c] + nadh[c] + 3c4mop[c] 	SCO5522	0	  0.00	1000.00	  0.00
IPPMIa	3-isopropylmalate dehydratase	3c2hmp[c]  <=> h2o[c] + 2ippm[c] 	(SCO5553 and SCO5554)	1	-1000.00	1000.00	  0.00
IPPMIb	2-isopropylmalate hydratase	h2o[c] + 2ippm[c]  <=> 3c3hmp[c] 	(SCO5553 and SCO5554)	1	-1000.00	1000.00	  0.00
IPPS	2-isopropylmalate synthase	h2o[c] + accoa[c] + 3mob[c]  -> coa[c] + h[c] + 3c3hmp[c] 	(SCO2528 or SCO5529)	0	  0.00	1000.00	  0.00
KARA1i	acetohydroxy acid isomeroreductase	nadph[c] + h[c] + alac-S[c]  -> nadp[c] + 23dhmb[c] 	(SCO5514 or SCO7154)	0	  0.00	1000.00	  0.00
KARA2i	ketol-acid reductoisomerase (2-Aceto-2-hydroxybutanoate)	nadph[c] + h[c] + 2ahbut[c]  -> nadp[c] + 23dhmp[c] 	(SCO5514 or SCO7154)	0	  0.00	1000.00	  0.00
LEUTA	leucine transaminase	akg[c] + leu-L[c]  <=> glu-L[c] + 4mop[c] 	(SCO1546 or SCO5523)	1	-1000.00	1000.00	  0.00
MCCC	methylcrotonoyl-CoA carboxylase	atp[c] + hco3[c] + 3mb2coa[c]  -> h[c] + adp[c] + pi[c] + 3mgcoa[c] 	(SCO2776 and SCO2777)	0	  0.00	1000.00	  0.00
MGCH	methylglutaconyl-CoA hydratase	h2o[c] + 3mgcoa[c]  <=> hmgcoa[c] 		1	-1000.00	1000.00	  0.00
OCOAT1	3-oxoacid CoA-transferase (Succinyl-CoA: acetoacetate)	succoa[c] + acac[c]  -> succ[c] + aacoa[c] 	(SCO6702 and SCO6703)	0	  0.00	1000.00	  0.00
OIVD1	2-oxoisovalerate dehydrogenase (acylating; 4-methyl-2-oxopentaoate)	coa[c] + nad[c] + 4mop[c]  -> nadh[c] + co2[c] + ivcoa[c] 	(((SCO3816 and SCO3817) or (SCO3830 and SCO3831)) and (SCO3815 or SCO3829) and (SCO0884 or SCO2180 or SCO4919))	0	  0.00	1000.00	  0.00
OIVD2	2-oxoisovalerate dehydrogenase (acylating; 3-methyl-2-oxobutanoate)	coa[c] + nad[c] + 3mob[c]  -> nadh[c] + co2[c] + ibcoa[c] 	(((SCO3816 and SCO3817) or (SCO3830 and SCO3831)) and (SCO3815 or SCO3829) and (SCO0884 or SCO2180 or SCO4919))	0	  0.00	1000.00	  0.00
OIVD3	2-oxoisovalerate dehydrogenase (acylating; 3-methyl-2-oxopentanoate)	coa[c] + nad[c] + 3mop[c]  -> nadh[c] + co2[c] + 2mbcoa[c] 	(((SCO3816 and SCO3817) or (SCO3830 and SCO3831)) and (SCO3815 or SCO3829) and (SCO0884 or SCO2180 or SCO4919))	0	  0.00	1000.00	  0.00
OMCDC	2-Oxo-4-methyl-3-carboxypentanoate decarboxylation	h[c] + 3c4mop[c]  -> co2[c] + 4mop[c] 	s0001	0	  0.00	1000.00	  0.00
